Repository,Branches,NbBranches,CommitId,Message,Author,DateTime,Date,HourOfDay,Merge,BugFix,SATD,NbModifiedFiles,ModifiedFiles,NbModifiedProdSourceFiles,NbModifiedTestSourceFiles,NbModifications,NbInsertions,NbDeletions
nltk,{'develop'},1,652a244bbc4afba2d6cec810b18fd9767151c0f0,"Moved projects out of book to wiki as they are too volatile
Added link to wiki from teach.html
Changed version to 0.7.4


svn/trunk@4445",Steven Bird,2007-04-27 10:49:08+00:00,2007-04-27,10,False,False,False,4,"ChangeLog
__init__.py
docs.html
teach.html",1,0,29,14,15
nltk,{'develop'},1,833634e4418f1e35e09fd018c78fa3a45125f7d5,"fixed XML headers

svn/trunk@4446",Steven Bird,2007-04-27 22:37:34+00:00,2007-04-27,22,False,True,False,3,"bangla.pos
hindi.pos
telugu.pos",0,0,7,3,4
nltk,{'develop'},1,ed227ae9ee49b94554dde33defe3db6536ea0652,"stub for lexicon chapter

svn/trunk@4447",Ewan Klein,2007-04-28 06:16:34+00:00,2007-04-28,6,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,1b1dfe286e91dd5520bb73d3a1c6992e07b55c5d,"/nltk_lite/corpora/indian.py
* new corpus reader for tagged Indian languages corpus

/doc/en/*.txt
* ordered exercises in terms of difficulty

/doc/en/tag.txt
* added exercise for unknown word problem

/doc/en/preface-nltk.txt
* merged ease-of-use with simplicity

/doc/en/programming.txt
* started new section on character encoding and unicode

/nltk_lite/utilities.py
* added function to guess character encoding


svn/trunk@4448",Steven Bird,2007-04-28 13:21:19+00:00,2007-04-28,13,False,True,False,6,"README
bangla.pos
hindi.pos
telugu.pos
indian.py
utilities.py",2,0,143,143,0
nltk,{'develop'},1,b631c3096c580f51793be947af3d5d71ffde5ccf,"minor changes

svn/trunk@4449",Sumukh Ghodke,2007-04-28 15:46:04+00:00,2007-04-28,15,False,False,False,13,"__init__.py
classify.py
decisionstump.py
decisiontree.py
discretise.py
oner.py
zeror.py
alltests.py
classifytests.py
decisiontreetests.py
discretisetests.py
onertests.py
zerortests.py",7,6,428,348,80
nltk,{'develop'},1,0d05119a122e738b2c4c0adc17fc16abe91ac5f4,"minor refactoring

svn/trunk@4450",Sumukh Ghodke,2007-04-28 16:00:30+00:00,2007-04-28,16,False,False,False,3,"__init__.py
classify.py
discretise.py",3,0,81,39,42
nltk,{'develop'},1,63e109be7825639ae845816f321482bee3de416d,"ABC news

svn/trunk@4451",Steven Bird,2007-04-29 09:19:42+00:00,2007-04-29,9,False,False,False,3,"README
rural.txt
science.txt",0,0,33914,33914,0
nltk,{'develop'},1,c1e5f5901bbfcd66e277dae12f548905cd54554d,"introduced rank based feature selection

svn/trunk@4452",Sumukh Ghodke,2007-04-30 16:13:37+00:00,2007-04-30,16,False,False,False,18,"__init__.py
attribute.py
discretise.py
discretiser.py
featureselect.py
format.py
instance.py
instances.py
oner.py
alltests.py
attributestests.py
discretisertests.py
discretisetests.py
featureselecttests.py
instancestests.py
instancetests.py
onertests.py
sanity_tests.sh",9,8,594,283,311
nltk,{'develop'},1,d28382abad82e5836850607221a657701ea399a4,"new Marathi tagged corpus

svn/trunk@4453",Steven Bird,2007-04-30 20:09:53+00:00,2007-04-30,20,False,False,False,2,"README
marathi.pos",0,0,3594,3594,0
nltk,{'develop'},1,a802f041588b60ea5cb4d2dd3fd4c4d502c78c0b,"/nltk_lite/doc/words.txt
* removed redundant parens from regexp
/nltk_lite/corpora/indian.py
* added marathi
* fixed demo code


svn/trunk@4454",Steven Bird,2007-05-01 05:32:06+00:00,2007-05-01,5,False,True,False,1,indian.py,1,0,40,18,22
nltk,{'develop'},1,167ff0295380cb5061b69614838aed519529bde4,"improved demo

svn/trunk@4455",Steven Bird,2007-05-01 05:58:27+00:00,2007-05-01,5,False,False,False,1,indian.py,1,0,29,9,20
nltk,{'develop'},1,7a815cf3bea37bf1ce1f43060a38aba5746ecbd5,"removed whitespace

svn/trunk@4456",Steven Bird,2007-05-01 06:02:26+00:00,2007-05-01,6,False,False,False,1,telugu.pos,0,0,2726,866,1860
nltk,{'develop'},1,134267dcf03bd28e02e3d3e676cd2a4330092b3c,"add interact.py

svn/trunk@4457",Rob Speer,2007-05-01 07:55:32+00:00,2007-05-01,7,False,False,False,6,"category.py
featurelite.py
interact.py
lab3-slash.cfg
logic.py
test.py",4,1,225,136,89
nltk,{'develop'},1,41ad4931c797219ac092dbb34e6edfb1aac807a8,"moved from contrib.html

svn/trunk@4458",Steven Bird,2007-05-01 10:26:26+00:00,2007-05-01,10,False,False,False,6,"devel.html
docs.html
index.html
install.html
news.html
teach.html",0,0,173,81,92
nltk,{'develop'},1,dbb2b6e3b49119946496edc48d48ea55ed0f82b1,"/nltk_lite/doc/en/tag.txt
* added figure with output of Indian corpus reader demo

/nltk_lite/doc/en/programming.txt
* stub of section on unicode

/nltk_lite/doc/en/data.txt
* some updates for new Rotokas lexicon

/nltk_lite/doc/images/tag-indian.png
* screenshot of output of Indian corpus reader demo
  (need to install required truetype fonts first)

/nltk_lite/corpora/toolbox/rotokas.dic
* updated lexicon from Stuart Robinson

/ChangeLog
* updated for 0.7.4

/web/*.html
* updated for 0.7.4
* moved contrib.html to devel.html
* moved text from front page to news and devel pages

/*.html
* copy of wiki installation instructions and FAQ, to end up on ISO image
  and to be available to anyone who checks out the source tree

/Makefile
* modified to copy /*.html down into iso image

/RELEASE-HOWTO
* updates


svn/trunk@4459",Steven Bird,2007-05-01 10:29:45+00:00,2007-05-01,10,False,False,False,6,"ChangeLog
Makefile
RELEASE-HOWTO
rotokas.dic
faq.html
install.html",0,0,9372,6488,2884
nltk,{'develop'},1,657d0f3161d90153caac7386ac95158d5389fa5e,"fixed for new location of English.lng toolbox file

svn/trunk@4460",Steven Bird,2007-05-01 10:37:41+00:00,2007-05-01,10,False,True,False,1,toolbox_language.doctest,0,0,2,1,1
nltk,{'develop'},1,549353bf2242086d9b24cef10d1727601533afbc,"updated for 0.7.4

svn/trunk@4461",Steven Bird,2007-05-01 10:44:19+00:00,2007-05-01,10,False,False,False,1,install.html,0,0,22,11,11
nltk,{'develop'},1,c1bc48f713ae1b498b8a6f2b57488ae05b658d56,"updated page count

svn/trunk@4462",Steven Bird,2007-05-01 10:56:27+00:00,2007-05-01,10,False,False,False,1,index.html,0,0,2,1,1
nltk,{'develop'},1,2cc86feea4e90cc1a29d7e5b982add4d2a2cdaa6,"updated with file sizes for 0.7.4

svn/trunk@4463",Steven Bird,2007-05-01 11:55:51+00:00,2007-05-01,11,False,False,False,1,RELEASE-HOWTO,0,0,16,8,8
nltk,{'develop'},1,2c3e8ba2ba422137fe547ae142ea7ccb875c0880,"removed old install files

svn/trunk@4464",Steven Bird,2007-05-01 12:11:06+00:00,2007-05-01,12,False,False,False,7,"install-lite_linux.html
install-lite_mac.html
install-lite_unix.html
install-lite_windows.html
install_rpm.html
install_unix.html
install_windows.html",0,0,1081,0,1081
nltk,{'develop'},1,09d21569b77e29fe0532299591c280e711d58c5b,"minor refactoring

svn/trunk@4465",Sumukh Ghodke,2007-05-01 17:21:59+00:00,2007-05-01,17,False,False,False,8,"__init__.py
decisionstump.py
instances.py
alltests.py
decisionstumptests.py
discretisetests.py
inittests.py
instancestests.py",3,5,193,106,87
nltk,{'develop'},1,f9d4de878350c29fc35f049e5b29ea894da0d8ac,"Prototype to support identification of simple relations in the ieer corpus

svn/trunk@4466",Ewan Klein,2007-05-02 11:25:24+00:00,2007-05-02,11,False,False,False,1,ieer_rels.py,1,0,138,138,0
nltk,{'develop'},1,cff1e5ef217e3aa8da62178c3247762a941cf37d,"started section on Information Extraction

svn/trunk@4467",Ewan Klein,2007-05-02 15:42:17+00:00,2007-05-02,15,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,4e8b7ddca1143c19e10d6d863ecc141e32a858de,"deleted commented-out paragraphs which had been proposed for deletion; other misc minor fixes

svn/trunk@4468",Steven Bird,2007-05-03 12:52:19+00:00,2007-05-03,12,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,947196988eb14ea3b80e78bb38c60e4e3415db51,"demonstration examples from book chapter

svn/trunk@4469",Steven Bird,2007-05-03 13:29:44+00:00,2007-05-03,13,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,0dc92731c70da8e6bd0a59bef9b23f46d34e7a1c,"added relation extraction example

svn/trunk@4470",Ewan Klein,2007-05-03 13:54:42+00:00,2007-05-03,13,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,7fcf08d81dffd69741d92b5838bf8bef10c581c8,"added a has_role(PERS, ORG) example to demo; some refactoring

svn/trunk@4471",Ewan Klein,2007-05-03 13:56:23+00:00,2007-05-03,13,False,False,False,1,ieer_rels.py,1,0,114,89,25
nltk,{'develop'},1,22c1e1ef823bcd8175142df980e637eefb12dec5,"updates to slides based on revised tutorials; mention availability of slides on teaching page; other misc fixes

svn/trunk@4472",Steven Bird,2007-05-03 15:54:39+00:00,2007-05-03,15,False,True,False,2,"docs.html
teach.html",0,0,9,8,1
nltk,{'develop'},1,57824c09fadc564ab9c39503406b298e30d6fb9b,"fix broken url

svn/trunk@4473",Steven Bird,2007-05-03 15:55:59+00:00,2007-05-03,15,False,True,False,1,teach.html,0,0,2,1,1
nltk,{'develop'},1,3f9aaa95a7976fdadd1d27b8a75194207c0a478d,"improved formatting of output tuples

svn/trunk@4474",Ewan Klein,2007-05-04 10:55:27+00:00,2007-05-04,10,False,False,False,1,ieer_rels.py,1,0,75,61,14
nltk,{'develop'},1,1c706ce32b55a6f8ee1069d38d61e68ecd34851d,"more refactoring

svn/trunk@4475",Sumukh Ghodke,2007-05-06 19:03:05+00:00,2007-05-06,19,False,False,False,24,"__init__.py
attribute.py
classify.py
commandline.py
decisionstump.py
decisiontree.py
discretise.py
featureselect.py
format.py
instance.py
instances.py
oner.py
zeror.py
attributetests.py
classifytests.py
personextra.test
decisionstumptests.py
decisiontreetests.py
discretisetests.py
featureselecttests.py
instancetests.py
onertests.py
sanity_tests.sh
zerortests.py",13,9,1113,632,481
nltk,{'develop'},1,9872e35ee9b41e8c4c7a0ac52fa29dc65c1b2107,"CONLL2002 data: Dutch POS+NER

svn/trunk@4476",Ewan Klein,2007-05-07 06:42:18+00:00,2007-05-07,6,False,False,False,3,"ned.testa
ned.testb
ned.train",0,0,333582,333582,0
nltk,{'develop'},1,72851f1d1b9dce425687d6e3cc1bb52588f70fe4,"Some refactoring; added CONLL2002 example to demo

svn/trunk@4477",Ewan Klein,2007-05-07 13:54:55+00:00,2007-05-07,13,False,False,False,1,ieer_rels.py,1,0,74,53,21
nltk,{'develop'},1,d48b747484bcc9dc3d16b858703d268c59cd4ba0,svn/trunk@4478,Ewan Klein,2007-05-07 13:56:05+00:00,2007-05-07,13,False,False,False,1,000README,0,0,60,60,0
nltk,{'develop'},1,b4662075a4d81963e20863abc724b28cb6449f9a,"Corpus reader for the CONLL2002 Dutch NER data

svn/trunk@4479",Ewan Klein,2007-05-07 13:58:16+00:00,2007-05-07,13,False,False,False,1,conll2002.py,1,0,87,87,0
nltk,{'develop'},1,5b51fe3303ceef9b6c37167aa6ff64f166ecfe46,"corrected typo in German inflection table and reordered after the German fashion

svn/trunk@4480",Ewan Klein,2007-05-07 20:31:53+00:00,2007-05-07,20,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,434a8f41b744b56ed61dd1280aaddc89ff9b077c,"tweaks to confusion matrix code (replaced dict with set); initial notes on confusion matrix added to tag.txt

svn/trunk@4481",Steven Bird,2007-05-08 01:39:49+00:00,2007-05-08,1,False,False,False,1,evaluate.py,1,0,2,1,1
nltk,{'develop'},1,1ccccd7e5645422005de6e9783ee2a3867c7a82b,"added some material on ontologies -- may need to be relocated

svn/trunk@4482",Ewan Klein,2007-05-08 10:20:54+00:00,2007-05-08,10,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,68d7f5023979ffcf729ba33b13d293454ac7592c,"Converted from ISO-8859 to UTF-8

svn/trunk@4483",Ewan Klein,2007-05-08 14:07:47+00:00,2007-05-08,14,False,False,False,3,"ned.testa
ned.testb
ned.train",0,0,4366,2183,2183
nltk,{'develop'},1,9a81a54f4c4a6dedb33383af39a617c5cdaa970d,"doc/en/book.bib
* moved book.bib up one level to be accessible from any translation
* adjusted location of book.bib in Makefile and rst

doc/*.txt
* added notes



svn/trunk@4484",Steven Bird,2007-05-08 16:54:22+00:00,2007-05-08,16,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,1e5cd0d6d47c837fc081029f1004d630d6791cd9,"deleted

svn/trunk@4485",Steven Bird,2007-05-08 16:55:53+00:00,2007-05-08,16,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,2770b00b3ce4a0f7249faa60aab73f9caa59f3b1,"doc/en/pt-br/
* created empty files for missing chapters so we can build



svn/trunk@4486",Steven Bird,2007-05-08 16:57:14+00:00,2007-05-08,16,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,7e6b9c8429125104ee4254e7bb382764428c86ca,svn/trunk@4487,Steven Bird,2007-05-08 16:58:41+00:00,2007-05-08,16,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,d3635b3ba9e947dc276e965c99304a71f249ae96,"CONLL2002 Spanish NER data, POS tagged by Xavier Carreras

svn/trunk@4488",Ewan Klein,2007-05-08 17:53:15+00:00,2007-05-08,17,False,False,False,3,"esp.testa
esp.testb
esp.train",0,0,380926,380926,0
nltk,{'develop'},1,c7d7e32c6a64c2808589906f984094896d818300,"more abbrevs

svn/trunk@4489",Ewan Klein,2007-05-09 06:55:30+00:00,2007-05-09,6,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,4c29b7a6719ec5aea5ec8be9ba95736fad498b54,"Tweaked so that IEER headlines also get parsed into a chunk structure

svn/trunk@4490",Ewan Klein,2007-05-09 08:38:08+00:00,2007-05-09,8,False,False,False,1,convert.py,1,0,8,7,1
nltk,{'develop'},1,3a06332ffaddaa91d6a8d0552b4751e385700811,"Extended reader to handle Spanish data

svn/trunk@4491",Ewan Klein,2007-05-09 10:23:58+00:00,2007-05-09,10,False,False,False,1,conll2002.py,1,0,57,40,17
nltk,{'develop'},1,2c573cdb78dfbb980bc5723ae3d15ed0a9a50774,"added Spanish to the demo

svn/trunk@4492",Ewan Klein,2007-05-09 10:55:25+00:00,2007-05-09,10,False,False,False,1,ieer_rels.py,1,0,93,78,15
nltk,{'develop'},1,258f9e8fd9c655dccb209f654413c3fc6f0f1e48,"doc/en/introduction.txt
* polishing
* added index terms
* systematic use of numbered examples
* adjusted table dimensions
* consistent use of double quotes
* citations to SPE, field-wide surveys

doc/en/preface-nltk.txt:
doc/en/chunk.txt:
doc/en/nlp-python.txt:
nltk_lite/*/*.py
* removed redundant .readlines()

doc/images/dialogue.graffle
doc/images/dialogue.png
* new diagram, rotated 90% for better aspect ratio
* incorporated linguistic module names

doc/book.bib
* citations to SPE, field-wide surveys

doc/definitions.txt
nltk_lite/__init__.py
* changed to version 0.8 beta 1

doc/rst.py
* added support for edited collections (no author field)

doc/en/*.txt
* removed |cdots| because it wasn't working (later fix use native unicode)
* removed |WN| and |PTB| since the text content can't be indexed



svn/trunk@4493",Steven Bird,2007-05-09 22:47:56+00:00,2007-05-09,22,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,fcec6dd2864da5e833908fd27bb3929803bdb502,"source for new horizontal dialogue image

svn/trunk@4494",Steven Bird,2007-05-09 23:18:23+00:00,2007-05-09,23,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,b4be51e0126722d44d0864d1bdd839e0d221e6be,"/nltk_lite/corpora/sinica_treebank.py
/corpora/sinica_treebank/README
* added URL to tagset docs

/doc/images/tag-indian.png
* image for indian corpus reader output


svn/trunk@4495",Steven Bird,2007-05-10 02:22:42+00:00,2007-05-10,2,False,False,False,2,"README
sinica_treebank.py",1,0,6,4,2
nltk,{'develop'},1,477cefa7750572a096d180a78604979810b4def5,"850 words of 'basic English'


svn/trunk@4496",Steven Bird,2007-05-10 02:30:52+00:00,2007-05-10,2,False,False,False,2,"README
en-basic",0,0,854,854,0
nltk,{'develop'},1,51012ca4e486cf890fc91ed404367e474b456538,"test file for processing common math symbols with XeLaTeX

svn/trunk@4497",Ewan Klein,2007-05-10 10:52:58+00:00,2007-05-10,10,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,5ed37dd3e708b7f96318df0cf061eb260a2bffc9,"/nltk_lite/wordnet/*.py
* removed Sense class
* code refactoring and clean-up
* added demo code
/nltk_lite/corpora
* changed several cases of ""for line in open(..).readlines()""
  to remove the redundant readlines() call
/corpora/*/*README*
* put readme files in standard locations
/web/docs.html
* updated completion level of introduction



svn/trunk@4498",Steven Bird,2007-05-10 12:06:07+00:00,2007-05-10,12,False,False,False,13,"README
README
__init__.py
featuredemo.py
indian.py
names.py
ppattach.py
sinica_treebank.py
stopwords.py
wordnet.doctest
cache.py
wordnet.py
docs.html",9,0,747,233,514
nltk,{'develop'},1,05dccf42b34dfd19f059631052de96b7925cb0ec,"Updated reference for IOB format and CoNLL

svn/trunk@4499",Ewan Klein,2007-05-10 16:24:03+00:00,2007-05-10,16,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,be3d79132adec98560e1f27a1881024bf829c494,"minor updates

svn/trunk@4500",Ewan Klein,2007-05-10 17:10:21+00:00,2007-05-10,17,False,False,False,0,,0,0,0,0,0
nltk,{'develop'},1,9f830c1e6f41ac9f07d08da764580120f009a09e,"fixed bad xref

svn/trunk@4501",Steven Bird,2007-05-11 07:35:17+00:00,2007-05-11,7,False,True,False,0,,0,0,0,0,0
nltk,{'develop'},1,12e3eddc9ccb60e82ee79f6f941c7dc267068dcb,"more reworking; pulled out similarity code

svn/trunk@4502",Steven Bird,2007-05-12 06:30:03+00:00,2007-05-12,6,False,False,False,3,"__init__.py
similarity.py
wordnet.py",3,0,809,424,385
nltk,{'develop'},1,7cefe8ec0e1c84ea1a18f66e0e6010cf8ed2d958,"further refactoring, removed Pointer class, many other cleanups

svn/trunk@4503",Steven Bird,2007-05-12 11:32:24+00:00,2007-05-12,11,False,False,False,5,"utilities.py
brown_ic.py
similarity.py
wntools.py
wordnet.py",5,0,584,175,409
nltk,{'develop'},1,a3e39f5bc71967579af5c80441f366c57eea14da,"simplifying API, added more demo code

svn/trunk@4504",Steven Bird,2007-05-12 12:35:23+00:00,2007-05-12,12,False,False,False,4,"__init__.py
similarity.py
wntools.py
wordnet.py",4,0,644,333,311
nltk,{'develop'},1,10970fdabfe8f56429689d3f0b5b0b5b949bd579,"problem reports corpus sample, by Andrew Ko, CMU

svn/trunk@4505",Steven Bird,2007-05-12 21:43:27+00:00,2007-05-12,21,False,True,False,6,"README
apache
eclipse
firefox
linux
openoffice",0,0,45511,45511,0
nltk,{'develop'},1,293c293e5959557960bea6978c6874778e2b94f6,"updated words chapter for revised wordnet api

svn/trunk@4506",Steven Bird,2007-05-13 08:46:33+00:00,2007-05-13,8,False,False,False,1,wordnet.py,1,0,23,15,8
nltk,{'develop'},1,15411eef056aa1acb6eb65426c479443fab445a8,"switchboard sample corpus

svn/trunk@4507",Steven Bird,2007-05-14 02:29:00+00:00,2007-05-14,2,False,False,False,6,"README
discourse
disfluency
tagged
timed-transcript
transcript",0,0,38131,38131,0
nltk,{'develop'},1,2d31c0452efb941795c63fc9aa180e0401d50607,"new version, based on disfluency transcription

svn/trunk@4508",Steven Bird,2007-05-14 02:37:45+00:00,2007-05-14,2,False,False,False,1,transcript,0,0,14262,5321,8941
nltk,{'develop'},1,2b2f0d866f9e0a91b7f916e08ec7472c59e786fe,"text cleaned up from misc web data sources

svn/trunk@4509",Steven Bird,2007-05-14 08:03:12+00:00,2007-05-14,8,False,False,False,2,"overheard
wine",0,0,17077,17077,0
nltk,{'develop'},1,0399efb80474b03ea9dea846fae0e7b6db76eeb2,"document corpus, sources, etc

svn/trunk@4510",Steven Bird,2007-05-14 09:40:55+00:00,2007-05-14,9,False,False,False,1,README,0,0,9,9,0
nltk,{'develop'},1,bab74bbe3005b0f95161564b695711e7aaa2f527,"BioCreative Task 1a annotated for PPI relations by Hakenberg

svn/trunk@4511",Ewan Klein,2007-05-14 18:54:51+00:00,2007-05-14,18,False,False,False,6,"00README
01README
bc_pubmeds.txt
bc_sentences.xml
bc_sentences_xs.xml
bc_solution.txt",0,0,3354,3354,0
nltk,{'develop'},1,b07d5c8aea57612b2b38dc9500086fe358c29af8,"added movie script

svn/trunk@4513",Steven Bird,2007-05-15 21:45:50+00:00,2007-05-15,21,False,False,False,2,"README
pirates",0,0,1532,1532,0
nltk,{'develop'},1,ef46d278fc82718c476bb5747cdb4d0602129387,"cleanups, new singles data

svn/trunk@4514",Steven Bird,2007-05-15 23:57:29+00:00,2007-05-15,23,False,False,False,3,"README
overheard
singles",0,0,11687,5593,6094
nltk,{'develop'},1,73997fad340beb97966e8bf8d0c7b378481b7238,"Changed cfg.parse_grammar to cfg.parse_cfg
Changed pcfg.parse_grammar to pcfg.parse_pcfg
(avoid collison when both cfg and pcfg are imported)

Updated other code and chapters accordingly


svn/trunk@4515",Steven Bird,2007-05-16 00:24:55+00:00,2007-05-16,0,False,False,False,8,"cfg.py
chart.py
rdparser.py
cfg.py
generate.py
pcfg.py
rd.py
sr.py",8,0,49,31,18
nltk,{'develop'},1,a5abaccba637be068a48736ca7d259d71a5a4f93,"fixed grammar

svn/trunk@4516",Steven Bird,2007-05-16 04:00:57+00:00,2007-05-16,4,False,True,False,1,cfg.py,1,0,3,2,1
nltk,{'develop'},1,16ea07cc2c958348856887b50d966e0a52af14a8,"/nltk_lite/wordnet/*.py
/nltk_lite/test/wordnet.doctest
/doc/en/words.txt
* changed similarity functions to use same naming conventions as Perl version


svn/trunk@4517",Steven Bird,2007-05-16 04:25:00+00:00,2007-05-16,4,False,False,False,3,"wordnet.doctest
similarity.py
wordnet.py",2,0,81,46,35
